Date,VFV,XIU,ZAG
2015-02-28,0.04112065105552709,0.038284510515028014,-0.001744408382650775
2015-03-31,-0.0038153475933003778,-0.020444722005775295,-0.00358950453649709
2015-04-30,-0.038966691204579185,0.02054821362121939,-0.01279188268978082
2015-05-31,0.04502706326937944,-0.010738262572705715,0.0007099884646195598
2015-06-30,-0.01579474713088569,-0.029210556320040437,-0.004890705042634225
2015-07-31,0.06733707711419434,0.008915993699645242,0.011958676237006305
2015-08-31,-0.053871468648595044,-0.04558131655435693,-0.009262195503950243
2015-09-30,-0.012059442438670409,-0.03145434203862296,-0.0031465205906666682
2015-10-31,0.0631737822166829,0.01470629451442873,-0.003169449686488246
2015-11-30,0.024430888792966288,-0.0014994679215835083,0.002543014803050747
2015-12-31,0.019094530372951946,-0.0306603947859293,0.012075488859762062
2016-01-31,-0.03964156273772712,-0.015608883676610619,0.002522301790107928
2016-02-29,-0.03484795799729912,0.004228263203361449,0.0031435541057867056
2016-03-31,0.019557824081905872,0.04578957927560379,0.006925665562335315
2016-04-30,-0.0305652568058824,0.03371936706358225,-0.0012441733992549775
2016-05-31,0.06370973729246288,0.008763248530907708,0.01133113553084275
2016-06-30,-0.013967008527806746,-0.0003826856384944177,0.01813553977132898
2016-07-31,0.04890748981435422,0.03842396495356737,0.009244541836830988
2016-08-31,0.006150586996115148,0.0060639004102025496,0.0006194032628212831
2016-09-30,-0.0009122933729323046,0.012658421242573104,0.00121990328228061
2016-10-31,0.004953311490386136,0.012962747915568507,-0.009198610326179413
2016-11-30,0.038446485464495916,0.02387910221435985,-0.020457467762809434
2016-12-31,0.017905244732838055,0.017528284339617617,-0.0037822091600259178
2017-01-31,-0.013308154158045427,0.01148393533541725,-0.001902809305149522
2017-02-28,0.06192982334623154,0.000822654423038971,0.008352164524493721
2017-03-31,0.0012317625930307052,0.010979609098698662,0.004333127880357779
2017-04-30,0.03714331874286092,0.006081428515039011,0.014516974207648747
2017-05-31,0.0032869947449170045,-0.012693519423888966,0.007424297564589288
2017-06-30,-0.03428344446447029,-0.012329569510198701,-0.009542121116508762
2017-07-31,-0.01917577321789221,0.000891739175082451,-0.021669805346019366
2017-08-31,0.004019823300402736,0.0024855276721469366,0.014148834012840616
2017-09-30,0.01782536523232814,0.03579399994280785,-0.012955291591806528
2017-10-31,0.05978472316228389,0.031101721205534005,0.014865623691831864
2017-11-30,0.030662387762041776,0.006660562744574605,0.008233169441201671
2017-12-31,-0.015085543286321279,0.011730201466567669,-0.0007663527031082085
2018-01-31,0.03383562536209883,-0.014906389820911636,-0.011688054681660787
2018-02-28,0.006480858830957725,-0.02974741385615476,0.0011761678691510902
2018-03-31,-0.0230071005986342,-0.002181629496689652,0.010912777964326326
2018-04-30,-0.00033076612712734654,0.015741184529395102,-0.010524163125303021
2018-05-31,0.03358700228334777,0.03316566600881177,0.006362948859668371
2018-06-30,0.020301450825106038,0.018883780354504998,0.008936147139926742
2018-07-31,0.025519993991553136,0.014415107169551522,-0.01056915352012
2018-08-31,0.03579113310840221,-0.00830719540052638,0.00966931672432092
2018-09-30,-0.005203472817479016,-0.012783775469691117,-0.010613637045982505
2018-10-31,-0.050276624080113574,-0.05847915721263419,-0.008141122991632166
2018-11-30,0.028359678907722286,0.02352898618398558,0.009814189090878278
2018-12-31,-0.06928117423581615,-0.05548249580393083,0.016374419673478746
2019-01-31,0.0443194063362673,0.08464363722605417,0.01047289766363102
2019-02-28,0.03309549729172723,0.02680989555274249,0.0038875518259351427
2019-03-31,0.03591598881263813,0.01087892113602873,0.022659128908313564
2019-04-30,0.04237285270088931,0.03807914728826867,-0.0006335656382717714
2019-05-31,-0.05591225389839294,-0.030757840899969247,0.015933001845135353
2019-06-30,0.0353947841810327,0.021549813570203913,0.010687214397924194
2019-07-31,0.02461903635626439,0.0028399543806094663,-2.015615259254311e-06
2019-08-31,-0.00872416865359893,0.004688809370042568,0.02062216121614391
2019-09-30,0.013578882948534376,0.02028410604607478,-0.009202083370803416
2019-10-31,0.014861372084054691,-0.010337950771680204,-0.003071076328216793
2019-11-30,0.04815489771531034,0.03628661240767905,0.005620028652470577
2019-12-31,0.003524039170389681,-0.0015625104363637954,-0.009973598108709347
2020-01-31,0.018406916857897526,0.020344336024920917,0.027121223890224755
2020-02-29,-0.06662301974182328,-0.054518393168430435,0.004915799185015501
2020-03-31,-0.08682322204781312,-0.1564540542158237,-0.03130747885403551
2020-04-30,0.11810444197960157,0.09297785173368767,0.04691659497564338
2020-05-31,0.038498496303637,0.02840527744300636,0.004854036651906313
2020-06-30,0.002572987563548512,0.02391286566196138,0.0169566670076029
2020-07-31,0.04304683942010601,0.04118891001513392,0.013730625985555411
2020-08-31,0.04396995512980717,0.022325348638374987,-0.012981317033798345
2020-09-30,-0.018697235082917985,-0.020096487154176335,0.002988937319968077
2020-10-31,-0.026823127367219146,-0.034864685873898904,-0.00839757449875056
2020-11-30,0.08203963233641343,0.10625055957192142,0.010904814969859178
2020-12-31,0.016816313695919183,0.009291612838325358,0.004212896577014957
2021-01-31,-0.005544171871322612,-0.001917890185338611,-0.01138686193398375
2021-02-28,0.02384325400672238,0.043820836473894786,-0.026727044464287086
2021-03-31,0.030150127033724328,0.045606253605143365,-0.013771747778401955
2021-04-30,0.028768118507711105,0.02304966907089767,0.0006409579845885194
2021-05-31,-0.011404917344056464,0.03773710897998317,0.006378143996374597
2021-06-30,0.05169873636391231,0.026563430871830995,0.009533495552989102
2021-07-31,0.029931093592902913,0.008516168091298626,0.011347900859874915
